Model,Price_Leasing,Term,DepositAmountLeasing,MonthlyPaymentWithoutServices,Mileage,TotalPaymentWithoutServices
"BMW i7 M70 xDrive Limousine - Option ('33', '25000')","183.370,00 €",33 Monate,"45.406,34 €","1.787,27 €",25.000 km,"104.386,25 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '30000')","183.370,00 €",33 Monate,"45.406,34 €","1.893,01 €",30.000 km,"107.875,67 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '35000')","183.370,00 €",33 Monate,"45.406,34 €","2.104,49 €",35.000 km,"114.854,51 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '40000')","183.370,00 €",33 Monate,"45.406,34 €","2.263,10 €",40.000 km,"120.088,64 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '45000')","183.370,00 €",33 Monate,"45.406,34 €","2.368,84 €",45.000 km,"123.578,06 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '50000')","183.370,00 €",33 Monate,"45.406,34 €","2.527,45 €",50.000 km,"128.812,19 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '55000')","183.370,00 €",33 Monate,"45.406,34 €","2.633,19 €",55.000 km,"132.301,61 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '60000')","183.370,00 €",33 Monate,"45.406,34 €","2.738,93 €",60.000 km,"135.791,03 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '65000')","183.370,00 €",33 Monate,"45.406,34 €","2.844,66 €",65.000 km,"139.280,12 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '70000')","183.370,00 €",33 Monate,"45.406,34 €","2.950,40 €",70.000 km,"142.769,54 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '75000')","183.370,00 €",33 Monate,"45.406,34 €","3.056,14 €",75.000 km,"146.258,96 €"
"BMW i7 M70 xDrive Limousine - Option ('33', '80000')","183.370,00 €",33 Monate,"45.406,34 €","3.161,88 €",80.000 km,"149.748,38 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '5000')","183.370,00 €",36 Monate,"45.406,34 €","1.424,80 €",5.000 km,"96.699,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '10000')","183.370,00 €",36 Monate,"45.406,34 €","1.521,30 €",10.000 km,"100.173,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '15000')","183.370,00 €",36 Monate,"45.406,34 €","1.617,80 €",15.000 km,"103.647,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '20000')","183.370,00 €",36 Monate,"45.406,34 €","1.666,05 €",20.000 km,"105.384,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '25000')","183.370,00 €",36 Monate,"45.406,34 €","1.762,55 €",25.000 km,"108.858,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '30000')","183.370,00 €",36 Monate,"45.406,34 €","1.907,30 €",30.000 km,"114.069,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '35000')","183.370,00 €",36 Monate,"45.406,34 €","2.100,30 €",35.000 km,"121.017,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '40000')","183.370,00 €",36 Monate,"45.406,34 €","2.196,80 €",40.000 km,"124.491,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '45000')","183.370,00 €",36 Monate,"45.406,34 €","2.341,55 €",45.000 km,"129.702,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '50000')","183.370,00 €",36 Monate,"45.406,34 €","2.438,05 €",50.000 km,"133.176,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '55000')","183.370,00 €",36 Monate,"45.406,34 €","2.534,55 €",55.000 km,"136.650,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '60000')","183.370,00 €",36 Monate,"45.406,34 €","2.631,05 €",60.000 km,"140.124,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '65000')","183.370,00 €",36 Monate,"45.406,34 €","2.727,55 €",65.000 km,"143.598,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '70000')","183.370,00 €",36 Monate,"45.406,34 €","2.824,05 €",70.000 km,"147.072,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '75000')","183.370,00 €",36 Monate,"45.406,34 €","2.920,55 €",75.000 km,"150.546,14 €"
"BMW i7 M70 xDrive Limousine - Option ('36', '80000')","183.370,00 €",36 Monate,"45.406,34 €","3.017,04 €",80.000 km,"154.019,78 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '5000')","183.370,00 €",42 Monate,"45.406,34 €","1.434,62 €",5.000 km,"105.660,38 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '10000')","183.370,00 €",42 Monate,"45.406,34 €","1.516,60 €",10.000 km,"109.103,54 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '15000')","183.370,00 €",42 Monate,"45.406,34 €","1.598,58 €",15.000 km,"112.546,70 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '20000')","183.370,00 €",42 Monate,"45.406,34 €","1.639,57 €",20.000 km,"114.268,28 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '25000')","183.370,00 €",42 Monate,"45.406,34 €","1.721,56 €",25.000 km,"117.711,86 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '30000')","183.370,00 €",42 Monate,"45.406,34 €","1.926,51 €",30.000 km,"126.319,76 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '35000')","183.370,00 €",42 Monate,"45.406,34 €","2.049,49 €",35.000 km,"131.484,92 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '40000')","183.370,00 €",42 Monate,"45.406,34 €","2.172,46 €",40.000 km,"136.649,66 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '45000')","183.370,00 €",42 Monate,"45.406,34 €","2.254,45 €",45.000 km,"140.093,24 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '50000')","183.370,00 €",42 Monate,"45.406,34 €","2.377,42 €",50.000 km,"145.257,98 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '55000')","183.370,00 €",42 Monate,"45.406,34 €","2.459,40 €",55.000 km,"148.701,14 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '60000')","183.370,00 €",42 Monate,"45.406,34 €","2.459,40 €",55.000 km,"148.701,14 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '65000')","183.370,00 €",42 Monate,"45.406,34 €","2.459,40 €",55.000 km,"148.701,14 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '70000')","183.370,00 €",42 Monate,"45.406,34 €","2.459,40 €",55.000 km,"148.701,14 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '75000')","183.370,00 €",42 Monate,"45.406,34 €","2.459,40 €",55.000 km,"148.701,14 €"
"BMW i7 M70 xDrive Limousine - Option ('42', '80000')","183.370,00 €",42 Monate,"45.406,34 €","2.459,40 €",55.000 km,"148.701,14 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '5000')","183.370,00 €",48 Monate,"45.406,34 €","1.472,15 €",5.000 km,"116.069,54 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '10000')","183.370,00 €",48 Monate,"45.406,34 €","1.542,17 €",10.000 km,"119.430,50 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '15000')","183.370,00 €",48 Monate,"45.406,34 €","1.647,21 €",15.000 km,"124.472,42 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '20000')","183.370,00 €",48 Monate,"45.406,34 €","1.682,22 €",20.000 km,"126.152,90 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '25000')","183.370,00 €",48 Monate,"45.406,34 €","1.787,26 €",25.000 km,"131.194,82 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '30000')","183.370,00 €",48 Monate,"45.406,34 €","1.927,31 €",30.000 km,"137.917,22 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '35000')","183.370,00 €",48 Monate,"45.406,34 €","2.032,34 €",35.000 km,"142.958,66 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '40000')","183.370,00 €",48 Monate,"45.406,34 €","2.137,38 €",40.000 km,"148.000,58 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '45000')","183.370,00 €",48 Monate,"45.406,34 €","2.242,42 €",45.000 km,"153.042,50 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '50000')","183.370,00 €",48 Monate,"45.406,34 €","2.312,44 €",50.000 km,"156.403,46 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '55000')","183.370,00 €",48 Monate,"45.406,34 €","2.312,44 €",50.000 km,"156.403,46 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '60000')","183.370,00 €",48 Monate,"45.406,34 €","2.312,44 €",50.000 km,"156.403,46 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '65000')","183.370,00 €",48 Monate,"45.406,34 €","2.312,44 €",50.000 km,"156.403,46 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '70000')","183.370,00 €",48 Monate,"45.406,34 €","2.312,44 €",50.000 km,"156.403,46 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '75000')","183.370,00 €",48 Monate,"45.406,34 €","2.312,44 €",50.000 km,"156.403,46 €"
"BMW i7 M70 xDrive Limousine - Option ('48', '80000')","183.370,00 €",48 Monate,"45.406,34 €","2.312,44 €",50.000 km,"156.403,46 €"
