"item-img-box href","item-img src","h5","badge","ms-1","col-6","col-6 2","col-6 3","col-6 4","dropdown-toggle","text-primary","label","text-end","label 2","text-end 2","label 3","text-end 3","label 4","text-end 4","label 5","text-end 5","label 6","text-end 6","label 7","text-end 7","text-muted","price","price-top-label","price-top-label 2","price 3","list-inline-item","btn","col-12","col-12 2","col-12 3","col-6 5","col-6 6"
"https://darmas.de/fahrzeugmarkt/details/67375b9ce9b9ca112257b30c","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/f89c3c857bd2893f0fe1077674ef49518_ori_small.jpg","Hyundai SANTA FE HEV 4WD SIGNATURE Intro 20"" SR +18"" WR","New vehicle","Available immediately","Hybrid (petrol/electric)","Automatic","158 kW (215 hp)","Black / Abyss Black","Monthly rate","Financing details","36 months at","420 €","Vehicle price","49,990 €","down payment","9,998 €","Net loan amount","39,992 €","Final installment","31,720 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","420","Purchase price","1","49,990","2105463372","Remember","Fuel consumption (combined): 7 l/100km;","CO₂ class: F;","158 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67375b17e9b9ca1122567752","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/864a66741548449148be71082e3586891_ori_small.jpg","Hyundai SANTA FE HEV 4WD SIGNATURE Intro 20"" SR +18"" WR","demonstration vehicle","","Hybrid (petrol/electric)","Automatic","158 kW (215 hp)","Gray / Cyber ​​Sage","Monthly rate","Financing details","36 months at","587 €","Vehicle price","49,790 €","down payment","9,958 €","Net loan amount","39,832 €","Final installment","24,895 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","587","Purchase price","1","49,790","2105463406","Remember","Fuel consumption (combined): 7 l/100km;","CO₂ class: F;","158 g/km CO₂;","861 km","01/2025"
"https://darmas.de/fahrzeugmarkt/details/67375af1e9b9ca112255d9de","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b2e6496cfd10c52cc9934ed9cf1693d4f_ori_small.jpg","Hyundai SANTA FE HEV 4WD SIGNATURE Intro 20"" SR +18"" WR","New vehicle","Available immediately","Hybrid (petrol/electric)","Automatic","158 kW (215 hp)","Grey / Magnetic Grey","Monthly rate","Financing details","36 months at","420 €","Vehicle price","49,990 €","down payment","9,998 €","Net loan amount","39,992 €","Final installment","31,720 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","420","Purchase price","1","49,990","2105463381","Remember","Fuel consumption (combined): 7 l/100km;","CO₂ class: F;","158 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67375998e9b9ca11225101ee","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/f89c3c857bd2893f0fe1077674ef49518_ori_small.jpg","Hyundai SANTA FE HEV 4WD SIGNATURE Intro 20"" SR +18"" WR","Daily registration","Available immediately","Hybrid (petrol/electric)","Automatic","158 kW (215 hp)","Black / Abyss Black","Monthly rate","Financing details","36 months at","588 €","Vehicle price","49,880 €","down payment","9,976 €","Net loan amount","39,904 €","Final installment","24,940 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","588","Purchase price","1","49,880","2105463373","Remember","Fuel consumption (combined): 7 l/100km;","CO₂ class: F;","158 g/km CO₂;","10 km","01/2025"
"https://darmas.de/fahrzeugmarkt/details/673758e4e9b9ca11224e9f4e","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/864a66741548449148be71082e3586891_ori_small.jpg","Hyundai SANTA FE HEV 4WD SIGNATURE Intro 20"" SR +18"" WR","New vehicle","Available immediately","Hybrid (petrol/electric)","Automatic","158 kW (215 hp)","Gray / Cyber ​​Sage","Monthly rate","Financing details","36 months at","441 €","Vehicle price","50,990 €","down payment","10,198 €","Net loan amount","40,792 €","Final installment","31,820 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","441","Purchase price","1","50,990","2105463393","Remember","Fuel consumption (combined): 7 l/100km;","CO₂ class: F;","158 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/670cd9deaff81bed8e638271","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/5f4295227621061418765f77c8af8c2b0_ori_small.jpg","Hyundai SANTA FE HEV 4WD SIGNATURE Intro 20"" SR +18"" WR","New vehicle","Available immediately","Hybrid (petrol/electric)","Automatic","158 kW (215 hp)","Grey / Magnetic Grey","Monthly rate","Financing details","36 months at","404 €","Vehicle price","49,990 €","down payment","9,998 €","Net loan amount","39,992 €","Final installment","32,320 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","404","Purchase price","1","49,990","2105390852","Remember","Fuel consumption (combined): 7 l/100km;","CO₂ class: F;","160 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/679ccb889e7b0d14a1ea7b25","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/926bb5941db1041009d10c9f1580c0cb1f5_ori_small.jpg","Hyundai KONA Electric MY25 48 kWh Select Navi LED","New vehicle","","Electrical","Automatic","115 kW (156 hp)","Blue / Meta Blue","Monthly rate","Financing details","36 months at","283 €","Vehicle price","32,190 €","down payment","6,438 €","Net loan amount","25,752 €","Final installment","19,920 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","283","Purchase price","1","32,190","2105551088","Remember","Combined power consumption: 14.6 kWh/100km;","CO₂ class: A;","0 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67863dd1494df1d4e71143e4","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/d7e103971593e6c27ea27810b264bb6e71_ori_small.jpg","Hyundai INSTER Electric Select 42 kWh Efficiency Package","New vehicle","Available immediately","Electrical","Automatic","71 kW (97 hp)","Green / Tomboy Khaki","Monthly rate","Financing details","36 months at","223 €","Vehicle price","22,290 €","down payment","4,458 €","Net loan amount","17,832 €","Final installment","12,735 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","223","Purchase price","1","22,290","2105522689","Remember","Combined power consumption: 14.3 kWh/100km;","CO₂ class: A;","0 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67863daa494df1d4e710a35a","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/d7e103971593e6c27ea27810b264bb6e71_ori_small.jpg","Hyundai INSTER Electric Select 42 kWh Efficiency Package","New vehicle","Available immediately","Electrical","Automatic","71 kW (97 hp)","Green / Tomboy Khaki","Monthly rate","Financing details","36 months at","223 €","Vehicle price","22,290 €","down payment","4,458 €","Net loan amount","17,832 €","Final installment","12,735 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","223","Purchase price","1","22,290","2105522688","Remember","Combined power consumption: 14.3 kWh/100km;","CO₂ class: A;","0 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67863d7d494df1d4e70ffe8e","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/d7e103971593e6c27ea27810b264bb6e71_ori_small.jpg","Hyundai INSTER Electric Select 42 kWh Efficiency Package","New vehicle","Available immediately","Electrical","Automatic","71 kW (97 hp)","Green / Tomboy Khaki","Monthly rate","Financing details","36 months at","223 €","Vehicle price","22,290 €","down payment","4,458 €","Net loan amount","17,832 €","Final installment","12,735 €","Effective annual interest rate","6.49%","Nominal interest rate (debited)","6.34%","All financing rates are non-binding, exemplary financing calculations from Santander Bank, a division of Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. This is also a representative example according to Section 6aPAngV (German Federal Act on the Use of Private Loans). Creditworthiness is assumed. All prices include statutory VAT. Subject to change and errors.","223","Purchase price","1","22,290","2105522687","Remember","Combined power consumption: 14.3 kWh/100km;","CO₂ class: A;","0 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67863d4b494df1d4e70f605b","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/d7e103971593e6c27ea27810b264bb6e71_ori_small.jpg","Hyundai INSTER Elektro Select 42 kWh  Effizienz-Paket","Neufahrzeug","Sofort verfügbar","Elektro","Automatik","71 kW (97 Ps)","Grün  / Tomboy Khaki","Monatsrate","Finanzierungsdetails","36 Monate à","223 €","Fahrzeugpreis","22.290 €","Anzahlung","4.458 €","Nettodarlehensbetrag","17.832 €","Schlussrate","12.735 €","Effektiver Jahreszins","6.49 %","Sollzins (geb.)","6.34 %","Alle Finanzierungsraten sind unverbindliche beispielhafte Finanzierungskalkulationen der Santander Bank, ein Geschäftsbereich der Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. Hierbei handelt es sich gleichzeitig um das repräsentative Beispiel gem. §6aPAngV. Bonität vorausgesetzt. Alle Preise inkl. gesetzlicher MwSt. Änderungen und Irrtümer vorbehalten.","223","Kaufpreis","1","22.290","2105522686","Merken","Stromverbrauch (kombiniert): 14,3 kWh/100km;","CO₂-Klasse: A;","0 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67863cd2494df1d4e70e6cc0","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/d7e103971593e6c27ea27810b264bb6e71_ori_small.jpg","Hyundai INSTER Elektro Select 42 kWh  Effizienz-Paket","Neufahrzeug","Sofort verfügbar","Elektro","Automatik","71 kW (97 Ps)","Grün  / Tomboy Khaki","Monatsrate","Finanzierungsdetails","36 Monate à","223 €","Fahrzeugpreis","22.290 €","Anzahlung","4.458 €","Nettodarlehensbetrag","17.832 €","Schlussrate","12.735 €","Effektiver Jahreszins","6.49 %","Sollzins (geb.)","6.34 %","Alle Finanzierungsraten sind unverbindliche beispielhafte Finanzierungskalkulationen der Santander Bank, ein Geschäftsbereich der Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. Hierbei handelt es sich gleichzeitig um das repräsentative Beispiel gem. §6aPAngV. Bonität vorausgesetzt. Alle Preise inkl. gesetzlicher MwSt. Änderungen und Irrtümer vorbehalten.","223","Kaufpreis","1","22.290","2105522685","Merken","Stromverbrauch (kombiniert): 14,3 kWh/100km;","CO₂-Klasse: A;","0 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67f3b13a8aafb52977ca0191","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/518553a3b606e0daf10b2de610109991463_ori_small.jpg","Hyundai i20 1.0 Turbo DCT Trend Mod. 25 Navi Kamera Alu","Neufahrzeug","","Benzin","Automatik","74 kW (101 Ps)","Schwarz  / Phantom Black","Monatsrate","Finanzierungsdetails","36 Monate à","231 €","Fahrzeugpreis","22.890 €","Anzahlung","4.578 €","Nettodarlehensbetrag","18.312 €","Schlussrate","13.010 €","Effektiver Jahreszins","6.49 %","Sollzins (geb.)","6.34 %","Alle Finanzierungsraten sind unverbindliche beispielhafte Finanzierungskalkulationen der Santander Bank, ein Geschäftsbereich der Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. Hierbei handelt es sich gleichzeitig um das repräsentative Beispiel gem. §6aPAngV. Bonität vorausgesetzt. Alle Preise inkl. gesetzlicher MwSt. Änderungen und Irrtümer vorbehalten.","231","Kaufpreis","1","22.890","2105581424","Merken","Kraftstoffverbrauch (kombiniert): 5,3 l/100km;","CO₂-Klasse: D;","122 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67f3b0f78aafb52977c9225d","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/518553a3b606e0daf10b2de610109991463_ori_small.jpg","Hyundai i20 1.0 Turbo DCT Trend Mod. 25 Navi Kamera Alu","Neufahrzeug","","Benzin","Automatik","74 kW (101 Ps)","Schwarz  / Phantom Black","Monatsrate","Finanzierungsdetails","36 Monate à","231 €","Fahrzeugpreis","22.890 €","Anzahlung","4.578 €","Nettodarlehensbetrag","18.312 €","Schlussrate","13.010 €","Effektiver Jahreszins","6.49 %","Sollzins (geb.)","6.34 %","Alle Finanzierungsraten sind unverbindliche beispielhafte Finanzierungskalkulationen der Santander Bank, ein Geschäftsbereich der Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. Hierbei handelt es sich gleichzeitig um das repräsentative Beispiel gem. §6aPAngV. Bonität vorausgesetzt. Alle Preise inkl. gesetzlicher MwSt. Änderungen und Irrtümer vorbehalten.","231","Kaufpreis","1","22.890","2105581423","Merken","Kraftstoffverbrauch (kombiniert): 5,3 l/100km;","CO₂-Klasse: D;","122 g/km CO₂;","",""
"https://darmas.de/fahrzeugmarkt/details/67e3cf1854f9c90289d19bf6","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1f210a88304ddb25c5244d2e18e146d108_ori_small.jpg","Hyundai i30 Kombi 1.0 Turbo Edition 30+ Klimaaut. Navi","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau  / Dark Knight","Monatsrate","Finanzierungsdetails","36 Monate à","167 €","Fahrzeugpreis","17.990 €","Anzahlung","3.598 €","Nettodarlehensbetrag","14.392 €","Schlussrate","10.794 €","Effektiver Jahreszins","6.49 %","Sollzins (geb.)","6.34 %","Alle Finanzierungsraten sind unverbindliche beispielhafte Finanzierungskalkulationen der Santander Bank, ein Geschäftsbereich der Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. Hierbei handelt es sich gleichzeitig um das repräsentative Beispiel gem. §6aPAngV. Bonität vorausgesetzt. Alle Preise inkl. gesetzlicher MwSt. Änderungen und Irrtümer vorbehalten.","167","Kaufpreis","1","17.990","TMAH381BAMJ088577","Merken","CO₂-Klasse: D;","118 g/km CO₂;","","28.089 Km","03/2021"
"https://darmas.de/fahrzeugmarkt/details/67f3b0588aafb52977c842df","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/518553a3b606e0daf10b2de610109991463_ori_small.jpg","Hyundai i20 1.0 Turbo DCT Trend Mod. 25 Navi Kamera Alu","Neufahrzeug","Sofort verfügbar","Benzin","Automatik","74 kW (101 Ps)","Schwarz  / Phantom Black","Monatsrate","Finanzierungsdetails","36 Monate à","231 €","Fahrzeugpreis","22.890 €","Anzahlung","4.578 €","Nettodarlehensbetrag","18.312 €","Schlussrate","13.010 €","Effektiver Jahreszins","6.49 %","Sollzins (geb.)","6.34 %","Alle Finanzierungsraten sind unverbindliche beispielhafte Finanzierungskalkulationen der Santander Bank, ein Geschäftsbereich der Santander Consumer Bank AG, Santander-Platz 1, 41061 Mönchengladbach. Hierbei handelt es sich gleichzeitig um das repräsentative Beispiel gem. §6aPAngV. Bonität vorausgesetzt. Alle Preise inkl. gesetzlicher MwSt. Änderungen und Irrtümer vorbehalten.","231","Kaufpreis","1","22.890","2105581422","Merken","Kraftstoffverbrauch (kombiniert): 5,3 l/100km;","CO₂-Klasse: D;","122 g/km CO₂;","",""
